1693959061, 75, 75, 0, off
1693959121, 75, 75, 0, off
1693959181, 75, 75, 0, off
1693959241, 75, 75, 0, off
1693959301, 75.5, 75, 2, cool
1693959361, 75.5, 75, 2, cool
1693959421, 75.5, 75, 2, cool
1693959481, 75.5, 75, 2, cool
1693959541, 75.5, 75, 2, cool
1693959601, 75.5, 75, 2, cool
1693959661, 75.5, 75, 2, cool
1693959721, 75.5, 75, 2, cool
1693959781, 75.5, 75, 2, cool
1693959841, 75.5, 75, 2, cool
1693959901, 75.5, 75, 2, cool
1693959961, 75.5, 75, 2, cool
1693960021, 75.5, 75, 2, cool
1693960081, 75.5, 75, 2, cool
1693960141, 75.5, 75, 2, cool
1693960201, 75.5, 75, 2, cool
1693960261, 75.5, 75, 2, cool
1693960321, 75, 75, 0, off
1693960381, 75, 75, 0, off
1693960441, 75, 75, 0, off
1693960501, 75, 75, 0, off
1693960561, 75, 75, 0, off
1693960621, 75, 75, 0, off
1693960681, 75, 75, 0, off
1693960741, 75.5, 75, 2, cool
1693960801, 75.5, 75, 2, cool
1693960861, 75.5, 75, 2, cool
1693960921, 75, 75, 0, off
1693960981, 75, 75, 0, off
1693961041, 75.5, 75, 0, off
1693961101, 75.5, 75, 0, off
1693961161, 75.5, 75, 0, off
1693961221, 75.5, 75, 2, cool
1693961281, 75.5, 75, 2, cool
1693961341, 75.5, 75, 2, cool
1693961401, 75.5, 75, 2, cool
1693961461, 75.5, 75, 2, cool
1693961521, 75.5, 75, 2, cool
1693961581, 75.5, 75, 2, cool
1693961641, 75.5, 75, 2, cool
1693961701, 75.5, 75, 2, cool
1693961761, 75, 75, 0, off
1693961821, 75, 75, 0, off
1693961881, 75.5, 75, 0, off
1693961941, 75.5, 75, 0, off
1693962001, 75.5, 75, 2, cool
1693962061, 75.5, 75, 2, cool
1693962121, 75.5, 75, 2, cool
1693962181, 75.5, 75, 2, cool
1693962241, 75.5, 75, 2, cool
1693962301, 75.5, 75, 2, cool
1693962361, 75.5, 75, 2, cool
1693962421, 75.5, 75, 2, cool
1693962482, 75.5, 75, 2, cool
1693962541, 75.5, 75, 0, off
1693962601, 75.5, 75, 0, off
1693962661, 75.5, 75, 0, off
1693962721, 75.5, 75, 0, off
1693962781, 75.5, 75, 2, cool
1693962841, 75.5, 75, 2, cool
1693962901, 75.5, 75, 2, cool
1693962961, 75.5, 75, 2, cool
1693963021, 75.5, 75, 2, cool
1693963081, 75.5, 75, 2, cool
1693963141, 75.5, 75, 2, cool
1693963201, 75.5, 75, 2, cool
1693963261, 75.5, 75, 2, cool
1693963321, 75.5, 75, 2, cool
1693963381, 75.5, 75, 2, cool
1693963441, 75, 75, 0, off
1693963501, 75, 75, 0, off
1693963561, 75, 75, 0, off
1693963621, 75, 75, 0, off
1693963681, 75, 75, 0, off
1693963741, 75, 75, 0, off
1693963801, 75.5, 75, 2, cool
1693963861, 75.5, 75, 2, cool
1693963921, 75.5, 75, 2, cool
1693963981, 75.5, 75, 2, cool
1693964041, 75.5, 75, 2, cool
1693964101, 75, 75, 0, off
1693964161, 75, 75, 0, off
1693964221, 75, 75, 0, off
1693964281, 75, 75, 0, off
1693964341, 75, 75, 0, off
1693964401, 75.5, 75, 2, cool
1693964461, 75.5, 75, 2, cool
1693964521, 75.5, 75, 2, cool
1693964581, 74.5, 68, 2, cool
1693966621, 74.5, 68, 2, cool
1693966681, 74.5, 68, 2, cool
1693966741, 74.5, 68, 2, cool
1693966801, 74.5, 68, 2, cool
1693966861, 74.5, 68, 2, cool
1693966921, 74.5, 68, 2, cool
1693966981, 74.5, 68, 2, cool
1693967041, 74.5, 68, 2, cool
1693967101, 74.5, 68, 2, cool
1693967161, 74.5, 68, 2, cool
1693967221, 74.5, 68, 2, cool
1693967281, 74.5, 68, 2, cool
1693967341, 74.5, 68, 2, cool
1693967401, 74.5, 68, 2, cool
1693967461, 74.5, 68, 2, cool
1693967521, 74.5, 68, 2, cool
1693967581, 74.5, 68, 2, cool
1693967641, 74.5, 68, 2, cool
1693967701, 74.5, 68, 2, cool
1693967761, 74.5, 68, 2, cool
1693967821, 74.5, 68, 2, cool
1693967881, 74.5, 68, 2, cool
1693967941, 74.5, 68, 2, cool
1693968001, 74.5, 68, 2, cool
1693968061, 74.5, 68, 2, cool
1693968121, 74.5, 68, 2, cool
1693968181, 74.5, 68, 2, cool
1693968241, 74.5, 68, 2, cool
1693968301, 74.5, 68, 2, cool
1693968361, 74.5, 68, 2, cool
1693968421, 74.5, 68, 2, cool
1693968481, 74.5, 68, 2, cool
1693968541, 74.5, 68, 2, cool
1693968601, 74, 68, 2, cool
1693968662, 74, 68, 2, cool
1693968721, 74, 68, 2, cool
1693968781, 74, 68, 2, cool
1693968841, 74, 68, 2, cool
1693968901, 74, 68, 2, cool
1693968961, 74, 68, 2, cool
1693969021, 74, 68, 2, cool
1693969081, 74, 68, 2, cool
1693969141, 74, 68, 2, cool
1693969201, 74, 68, 2, cool
1693969261, 74, 68, 2, cool
1693969321, 74, 68, 2, cool
1693969381, 74, 68, 2, cool
1693969441, 74, 68, 2, cool
1693969501, 73.5, 68, 2, cool
1693969561, 73.5, 68, 2, cool
1693969621, 73.5, 68, 2, cool
1693969681, 73.5, 68, 2, cool
1693969741, 73.5, 68, 2, cool
1693969801, 73.5, 68, 2, cool
1693969861, 73.5, 68, 2, cool
1693969921, 73.5, 68, 2, cool
1693969981, 73.5, 68, 2, cool
1693970041, 73.5, 68, 2, cool
1693970101, 73.5, 68, 2, cool
1693970161, 74, 68, 2, cool
1693970221, 73.5, 68, 2, cool
1693970281, 74, 68, 2, cool
1693970341, 74, 68, 2, cool
1693970401, 74, 68, 2, cool
1693970461, 74, 68, 2, cool
1693970521, 74, 68, 2, cool
1693970581, 74, 68, 2, cool
1693970641, 73.5, 68, 2, cool
1693970701, 73, 68, 2, cool
1693970761, 73, 68, 2, cool
1693970821, 73, 68, 2, cool
